,label,processed_study,processed_condition
3223,1,endothel grow fact endothelial growth factor,prim periton ser adenocarcinom diagnos act infect requir par antibiot primary peritoneal serous adenocarcinoma diagnosis active infection require parenteral antibiotics
3224,1,pembrolizumab pembrolizumab,ov cant diagnos hist sev hypersensit react immun rel advers ev monoclon antibody ovarian cancer diagnosis history severe hypersensitivity reactions immune relate adverse events monoclonal antibodies
3225,0,dacarbazin dacarbazine,recur child subependym giant cel astrocytom diagnos ser albumin greater_than two dl recurrent childhood subependymal giant cell astrocytoma diagnosis serum albumin greater_than two dl
3226,1,capecitabin capecitabine,metast colorect cant diagnos known clin suspect brain metastas metastatic colorectal cancer diagnosis know clinically suspect brain metastases
3227,1,methotrex methotrexate,stag iv adult immunoblast larg cel lymphom diagnos pregn wom exclud study vorinost histone_deacetylas inhibit ag pot teratog abort effect unknown pot risk advers ev nurs inf second tre moth vorinost breastfee discontinu moth tre vorinost stage iv adult immunoblastic large cell lymphoma diagnosis pregnant women exclude study vorinostat histone_deacetylase inhibitor agent potential teratogenic abortifacient effect unknown potential risk adverse events nurse infants secondary treatment mother vorinostat breastfeed discontinue mother treat vorinostat
3228,0,paclitaxel paclitaxel,stag iv non smal cel lung cant diagnos ser creatinin equal_than less_than doc uln calc creatinin clear greater_than equal_than fifty ml min cockroft gault formul stage iv non small cell lung cancer diagnosis serum creatinine equal_than less_than doc uln calculate creatinine clearance greater_than equal_than fifty ml min cockroft gault formula
3229,1,etoposid etoposide,stag ii grad three follicul lymphom diagnos chemosensit nhl exceiv paty receiv greater_than equal_than three pri chemotherapy regim paty transform nhl ptcl mcl alc alk neg stage iii grade three follicular lymphoma diagnosis chemosensitive nhl except patients receive greater_than equal_than three prior chemotherapy regimens patients transform nhl ptcl mcl alcl alk neg
3230,0,bexarot bexarotene,lymphom diagnos karnofsky sixty on hundr lymphoma diagnosis karnofsky sixty one hundred
3231,0,thinstrand thinstrand,prost cant diagnos gre eq forty year ag prostate cancer diagnosis greater equal forty years age
3232,0,antilymphocyt ser antilymphocyte serum,diffus larg cel lymphom diffuse large cell lymphoma
3233,1,questionnair admin questionnaire administration,contigu stag ii grad on follicul lymphom diagnos paty receiv gonadotropin releas hormon agon antagon lupron pri study entry elig contiguous stage ii grade one follicular lymphoma diagnosis patients receive gonadotropin release hormone agonist antagonist lupron prior study entry eligible
3234,1,endothel grow fact endothelial growth factor,glioblastom diagnos hist ox nephrolithias urin ox greater_than sixty mg dl glioblastoma diagnosis history oxalate nephrolithiasis urine oxalate greater_than sixty mg dl
3235,0,7hydroxystaurosporine 7hydroxystaurosporine,stag iv lymphoepitheliom oropharynx diagnos karnofsky sixty on hundr stage iv lymphoepithelioma oropharynx diagnosis karnofsky sixty one hundred
3236,1,bortezomib bortezomib,multipl myelom diagnos paty sery med psychy il lik interf particip clin study multiple myeloma diagnosis patient serious medical psychiatric illness likely interfere participation clinical study
3237,0,endothel grow fact endothelial growth factor,stag ii fallop tub cant diagnos paty tri may receiv ov estrog posit stage iia fallopian tube cancer diagnosis patients trial may receive ovarian estrogen positive
3238,1,sirolim sirolimus,stag ii child burkit lymphom diagnos don stage iii childhood burkitt lymphoma diagnosis donor
3239,1,bcg vaccin bcg vaccine,recur blad carcinom diagnos paty diagnos immunodeficy per pi discret receiv tre system immunosuppress med includ limit prednison cyclophosphamid azathioprin methotrex thalidomid ant tnf ag within two week pri study reg elig recurrent bladder carcinoma diagnosis patients diagnosis immunodeficiency per pi discretion receive treatment systemic immunosuppressive medications include limit prednisone cyclophosphamide azathioprine methotrexate thalidomide anti tnf agents within two weeks prior study registration eligible
3240,0,hormon hormones,prost cant diagnos surgery prostate cancer diagnosis surgery
3241,0,histon deacetylas inhibit histone deacetylase inhibitors,breast cant diagnos abl provid writ inform cons obtain pri particip study rel proc perform breast cancer diagnosis ability provide write inform consent obtain prior participation study relate procedures perform
3242,0,panobinost panobinostat,nod lymphom diagnos ser potass magnes phosphor sod tot calc correct ser albumin ion calc within norm limit nodal lymphoma diagnosis serum potassium magnesium phosphorus sodium total calcium correct serum albumin ionize calcium within normal limit
3243,1,vaccin vaccines,recur fallop tub carcinom diagnos paty hist immunodeficy includ org graft hum immunodeficy vir hiv elig recurrent fallopian tube carcinoma diagnosis patients history immunodeficiency include organ graft human immunodeficiency virus hiv eligible
3244,1,fludarabin phosph fludarabine phosphate,stag iv ren cel cant diagnos fertil men wom unwil us contraceiv techn twelv month follow tre stage iv renal cell cancer diagnosis fertile men women unwilling use contraceptive techniques twelve months follow treatment
3245,0,bortezomib bortezomib,multipl myelom diagnos writ inform cons accord fed loc institut guidelin multiple myeloma diagnosis write inform consent accordance federal local institutional guidelines
3246,1,levoleucovorin levoleucovorin,adv cant diagnos paty already uncompens liv fail child pugh liv class c advance cancers diagnosis patients already uncompensated liver failure child pugh liver classification c
3247,1,antibody monoclon antibodies monoclonal,recur melanom diagnos paty receiv pri ant pdon direct therapy monoclon antibody mab smal molec elig recurrent melanoma diagnosis patients receive prior anti pdone direct therapy monoclonal antibody mab small molecule eligible
3248,0,methotrex methotrexate,breast cant diagnos pri concur therapy breast cancer diagnosis prior concurrent therapy
3249,0,fluorouracil fluorouracil,stag ivb laryng verruc carcinom diagnos paty hist thrombosis pulmon embol deep ven thrombosis cur requir therapeut anticoag prophylact us warfarin on mg per day allow intern norm ratio inr less_than doc reg stage ivb laryngeal verrucous carcinoma diagnosis patients history thrombosis pulmonary embolism deep venous thrombosis currently require therapeutic anticoagulation prophylactic use warfarin one mg per day allow international normalize ratio inr less_than doc registration
3250,1,buparlisib buparlisib,nevoid bas cel carcinom syndrom diagnos paty cur receiv tre med known risk prolong qt interv induc torsad de point tre eith discontinu switch diff med pri start study drug nevoid basal cell carcinoma syndrome diagnosis patients currently receive treatment medication know risk prolong qt interval induce torsades de point treatment either discontinue switch different medication prior start study drug
3251,1,lenograstim lenograstim,multipl myelom diagnos cur anticip us investig ag multiple myeloma diagnosis current anticipate use investigational agents
3252,1,entinost entinostat,stag iv breast cant diagnos paty brain metastas must stabl neurolog stat magnet reson im mri im follow loc therapy surgery rady least four week dexamethason requir stabl low dos dexamethason allow discret study chair paty leptom diseas elig stage iv breast cancer diagnosis patients brain metastases must stable neurologic status magnetic resonance image mri image follow local therapy surgery radiation least four weeks dexamethasone requirement stable low dose dexamethasone allow discretion study chair patients leptomeningeal disease eligible
3253,1,fondaparinux fondaparinux,esoph neoplasm diagnos sev ren liv disfunct esophageal neoplasms diagnosis severe renal liver disfunction
3254,1,capecitabin capecitabine,stag ii breast cant diagnos lif threatening il sery uncontrol concur infect clin sign cardiac diseas stage ii breast cancer diagnosis life threaten illness serious uncontrolled concurrent infection clinically significant cardiac disease
3255,0,alvocidib alvocidib,recur child smal noncleav cel lymphom diagnos least two month recurrent childhood small noncleaved cell lymphoma diagnosis least two months
3256,0,vinorelbin vinorelbine,recur non smal cel lung cant diagnos men wom reproduc pot may particip unless agree us effect contraceiv method study recurrent non small cell lung cancer diagnosis men women reproductive potential may participate unless agree use effective contraceptive method study
3257,0,azacitidin azacitidine,stag iv mantl cel lymphom diagnos confirm relaps refract acut myeloid leukem aml acut lymphoblast leukem chronic myelog leukem blast cris cml bc stage iv mantle cell lymphoma diagnosis confirm relapse refractory acute myeloid leukemia aml acute lymphoblastic leukemia chronic myelogenous leukemia blast crisis cml bc
3258,1,sunitinib sunitinib,ren cel cant diagnos vaccin within four week first dos avelumab tri prohibit exceiv admin inact vaccin exampl inact influenz vaccin renal cell cancer diagnosis vaccination within four weeks first dose avelumab trial prohibit except administration inactivate vaccines example inactivate influenza vaccines
3259,1,metformin metformin,recur plasm cel myelom diagnos non hematolog malign within past three year asid follow exceiv recurrent plasma cell myeloma diagnosis non hematologic malignancy within past three years aside follow exceptions
3260,0,cisplatin cisplatin,esoph cant diagnos sulindac esophageal cancer diagnosis sulindac
3261,1,doxorubicin doxorubicin,breast cant diagnos known hiv posit individ combin antiretrovir therapy breast cancer diagnosis know hiv positive individuals combination antiretroviral therapy
3262,1,antibody antibodies,gastrointestin cant metast diagnos ant less eq on thousand gastrointestinal cancer metastatic diagnosis anc less equal one thousand
